docID,text
FDA-2021-N-1088-53364,"I am against mandating a vaccine for children based on the sample size. We still don't know what is in the vaccine, or its long-term effects on humans. It is one thing to encourage high-risk groups to take a chance on an experimental vaccine, quite another to force it on children who are are not in a high-risk category in any case."
FDA-2021-N-1088-124356,"Any of the covid19 vaccines have not been tested enough, haven't been around long enough to know what type of adverse reactions kids could have.  Statistically it doesn't make sense to have a vaccine for small children.  It just isn't safe to make these vaccines available for children.  Survival rate of covid is 99%.  no need to push vaccines.  Do more testing.  "
FDA-2021-N-1088-49441,"A person can not go back in time once you develop ADE.  If the old can risk their future, for the sake of protecting themselves. That seems like a rational choice.  But the young have a lifetime to protect and we shouldn't be risking their future and health if ADE is a possibility.   Mandating this experimental ""vaccine"" is wrong, too risky, and an affront to their bodily autonomy. "
FDA-2021-N-1088-109085,DO NOT allow this dangerous Covid vaccine to be given to children!  Children are not at high risk for this illness.  The vaccine will do them more harm than good.  DO NOT approve the Covid vaccine for children!!!
FDA-2021-N-1088-14431,"You each will be personally responsible for any and all harm that is caused to any and all children who are given this shot and every subsequent booster. Understand that. 
"
FDA-2021-N-1088-92443,Your vaccines are not working!!  11 people in my church with Covid.  Only 1 wasn’t vaccinated!  Lots of blood clots and strokes.  Not getting your vax and certainly not making my kids and grandkids get it!  
FDA-2021-N-1088-103030,"Not enough data even for adults, adverse reactions are underreported or sweeper under the Curley. Lots of people complaining on heart issues. I would never give it to my kids. Less and  less people trust vaccines no matter how many mandates government makes. There’s a reason for that. You guys lost public trust. Show real data!"
FDA-2021-N-1088-42792,"In no way will my children be getting the covid vaccine. They are at no risk from covid. If it passes, which I already expect it to pass, they will be pulled from their school immediately. The day someone even tries to give my children a shot, it will be the last thing they ever do. Don’t mess with our kids. "
FDA-2021-N-1088-56594,I feel like there hasn’t been enough time to know the long term affect of this shot. I pray your eyes would be opened. I rebuke satans hold on the reader of these comments.
FDA-2021-N-1088-104521,Do not approve this dangerous vaccine for kids. You will harm more kids with Myocarditis than save. Once the heart is damaged it cannot be healed. Think of how many kids can be damaged for life with a vaccine for a virus that has 99.98 percent survival rate in kids! I will never allow my kids to take this vaccine! 
FDA-2021-N-1088-12760,"Please consider my kind request to NOT expend the Pfizer EUA to children ages 5-11.
Thank you!"
FDA-2021-N-1088-46746,Mandating the Covid vaccines for children is criminal. We need long term safety data. This disease is not affecting kids enough to warrant this. 
FDA-2021-N-1088-118596,No on these vaccines for young children. There has been no longer term studies. No known effects of how it will affect the kids. Children have a low transmission rates and very high survival rates. These kids do not need this vaccine. 
FDA-2021-N-1088-53794,COVID-19 vaccines for children should not be approved as the benefit does not outweigh the risk. More long term data must be assessed before a blanketed approach to vaccinating children. 
FDA-2021-N-1088-15832,"Due to the heart issues occurring from the covid vaccines, please do not provide authorization for the vaccines in young children. Please do not allow our children to be harmed. Thank you"
FDA-2021-N-1088-33764,We will not be giving our children this vaccine and will pull them from our school district if it’s mandated. 
FDA-2021-N-1088-38767,Please do not approve an experimental vaccine for young children. This is so serious and will have negative ramifications for thousands of children who have next to no chance of dying from Covid. This has not been tested long term. Do the right thing- not what you are being pressured to do politically. 
FDA-2021-N-1088-53668,This is criminal. The covid vaccine is of no benefit and will only hurt these children. We have no long term studies as to what the effects will be 10 to 50 years ahead or how it may effect their children. This is a CRIME against HUMANITY. Protect our children. Stand up for the innocent!!!
FDA-2021-N-1088-10430,"Regardless of the recommendation, my children will NOT be receiving THIS vaccine. They are not threatened in their age group. There is no need to inject them with a drug that does not have years of proof as to it's effectiveness or safety. I am a teacher in the classroom and have had no fear of being exposed fry students. Do not push this down to our youngest."
FDA-2021-N-1088-16828,Please take an honest look at the number of youngsters who can no longer play sports because of heart problems.
FDA-2021-N-1088-8494,Stop the COVID-19 vaccine requirement for children. The value vs risk benefit is not there and would put children at risk for other issues such as myocarditis which is much more damaging to their long term health
FDA-2021-N-1088-113034,"Given the low risk to children, it would be derelict to approve these drugs so much faster than other drugs and abrogate they normal trial process used to determine safety. It takes years normally for many reasons, not all adverse affects can be known within a year or two."
FDA-2021-N-1088-16609,"You ppl need to stop forcing this poison on the legal citizens of this country. The illegals streaming across our southern border  and members of congress have a ""choice "" whether they get it they get it or not but you want us to get it. FORGET THAT. LET'S GO BRANDON "
FDA-2021-N-1088-61880,No mandated vaccines for children ages 5-11.  They have almost zero risk of dying from covid19. They act as buffers in society as they have almost no symptoms when they are infected and get over it very quickly. No mandates for the children.
FDA-2021-N-1088-105241,"I am firmly against the approval of the COVID-19 vaccines for children. Based on all available data, the benefits do not outweigh the risks. There is no way this should be a decision made by anyone other than the parent(s) and their personal healthcare professional."
FDA-2021-N-1088-58781,Children are growing and changing. Their symptoms are less than the flu. Many already accuired natural immunity. The studies are being done on children who have not been exposed. Their are many who have been exposed and those test have not been done. Lets keep our children safe and let parents decide what is best for them.
FDA-2021-N-1088-42494,This is totally an individual decision. Unvaccinated CANNOT harm the vaccinated and vice versa. Get it if you want it. Live life and make decisions for you and your family. Period.
FDA-2021-N-1088-46125,"Please protect our children from this experimental poison! Not needed for a virus with a 99% survival rate. Please see adverse effects on fertility and consider what harm this could do to our future generations. There are MANY adverse side effects to this vaccine and they are not rare. SAY NO TO POISONING OUR CHILDREN,THEY SHOULD NOT BE EXPERIMENTED ON!"
FDA-2021-N-1088-56024,Please do not mandate children or anybody for that matter to wear masks and to get the vaccination you are destroying our civil rights 
FDA-2021-N-1088-80302,There have been no studies about the long term affects of these vaccines on fertility. Children are at extremely low risk of serious illness from Covid and should not jeopardize possible fertility problems in the future.
FDA-2021-N-1088-44825,There is not enough long term safety data concerning these shots that offer no immunity for a virus with a statistically  100% survival rate of children.  
FDA-2021-N-1088-59491,"Children under 12 have near 0%chance of serious illness from COVID. The spike proteins in the shot can cause permanent infertility and children should not be forced to risk their future chance to be parents. There is also risk of heart trouble in children, from the ingredients in the shots. No one especially children should risk the complications these shots may carry!"
FDA-2021-N-1088-118227,Hell no!!! I am the parent and I will decide if my kids get this poison or not! My kids WILL NOT be getting this shot!! 
FDA-2021-N-1088-58791,"I'm strongly against Covid 19 vaccination on children. There is no benefit, only do much more harm to them.Please take seriously on this issue, kids are not your experimental rat."
FDA-2021-N-1088-56057,No I will not ever be putting the poison in my child or me . If it means homeschool. So be it. When no one is in school anymore I will expect my school tax to be refunded. 
FDA-2021-N-1088-72937,"NO NO!!!  Children are not your property government!!  Children have STRONG immune systems and parents are the only ones with responsibility for care and medical decisions!!  WE SAY NO TO MANDATES, PERIOD!!  And all the more for our children!! "
FDA-2021-N-1088-121918,No vaccines for the kids we have freedom of choice we decide what and when they should be vaccinated 
FDA-2021-N-1088-6252,Please say no to the vaccine for kids.  Too many unknown risks
FDA-2021-N-1088-2831,"Young children do NOT need COVID vaccine mandates.  The risks of vaccination are relatively significant and not 100% known, and young children generally suffer little from COVID19 anyway.  They are not especially likely to spread the disease as far as I understand.   Even the vaccinated can spread COVID."
FDA-2021-N-1088-8207,I am totally opposed to giving an experimental shot to my kids. Me opongo a las vacunas experimental a mis hijos. NUREMBERG 2.0
FDA-2021-N-1088-87908,"There my children are no lab rats, and is a fact that population doesn’t get affected as the rest. Reject the emergency use for our children "
FDA-2021-N-1088-62453,You cannot approve the vaccine to be allowed to be injected in children 5 to 11. There’s too much at risk there has not been enough testing.done. Children do not need to be vaccinated.If any child dies after you allow them to be vaccinated it will be your fault. And I will hold you fully responsible.
FDA-2021-N-1088-110544,Fraud & Death Administrationhttps://theexpose.uk/2021/10/24/cdc-lying-about-covid-vaccine-safety-they-have-killed-over-150k/ 
FDA-2021-N-1088-34752,Against covid vaccines for children. Against vaccine mandates for children. Against forcing children to participate in an experiment. For personal freedom: parents’ right to choose for their children. 
FDA-2021-N-1088-40678,"No to this mandatory onslaught to any human being, even a bigger NO to controlling our children with this madness! 99.8% survival rate and thats without allowing early treatment medication like ivermectin and others that have been scientically proven and used and lives saved! Do not touch our children! These vaccines for ""covid"" are not safe!"
FDA-2021-N-1088-115390,I am urging you not to approve an EUA for any Covid vaccine for children 5-11. They are not in any danger from Covid and have over a 99.99% recovery rate if they get Covid. More harm will be done with this shot than from Covid.
FDA-2021-N-1088-65792,There should be no.mandating this vaccine to children at a recovery rate it has
FDA-2021-N-1088-98729,I oppose the mandate on children. This should be considered the same as the flu shot which is optional. Extensive studies have not been done on this therefore it is not considered safe for children. This should be a parents choice! No to mandating the Covid shot to children! Thanks 
FDA-2021-N-1088-107305,There has been enough data from VAERS to warrant more studies on long term effects of the covid  vaccines on our health. We owe it to our children to take time and study this vaccine more thoroughly. We are already seeing that it's protection diminishes in less than a year- so how does it benefit the very young when their risk of dying from covid is almost zero? 
FDA-2021-N-1088-36692,"As a parent, I want the option to choose on whether my children will receive the new covid vaccine. Most is us parents just want the freedom to do what we believe is best for our children. Please please please keep the covid vaccine optional, and do not mandate this. So many of us are thankful the vaccine is available, but want the right to choose."
FDA-2021-N-1088-86621,"Please do not mandate this for children. There is not enough data collected to support the need, nor is there enough time to track adverse effects. Our children deserve our thoughtful, evidence based consideration for their medical care. Do not act in haste. "
FDA-2021-N-1088-106813,Healthy Children do not need a vaccine. They are not at risk for serious illness. We also know that vaccine does not stop you from getting or giving COVID so it offers no protection for others. This vaccine has no long term safety data. No one knows what kind of problems could be caused by this vaccine in the future. Thank you for listening.
FDA-2021-N-1088-128909,"Hi I’m Krista a mom of four! I am all about vaccinating my four children but the covid-19 vaccine in my opinion hasn’t been studied enough for my kids to get one.. I don’t think it is humane to be pushing this vaccine on anyone, especially our children. Stop this vaccine mandate!!! "
FDA-2021-N-1088-21299,This is not proven safe for people and should not be administered to children.
FDA-2021-N-1088-23637,We need freedom of choice not mandates. You are taking away our rights.
FDA-2021-N-1088-8307,Most parents make decisions based on love and concern for their children.   Let parents decide concerning the covid vaccine. 
FDA-2021-N-1088-116666,This should not be mandated for young children who have a recovery rate of 99.9%.  Parents should have the right to choose if they want their children to get this vaccine.
FDA-2021-N-1088-42876,"I am against vaccine mandates, as they do not satisfy the strict scrutiny test held by SCOTUS."
FDA-2021-N-1088-7547,Please these injections (now being called vaccines under a new definition for these) are genetic treatments that should not be given to children.  They have not been studied long enough.  IT IS AN ABOMINATION TO EXPERIMENT ON THEM.  PLEASE CEASE AND DESIST THESE EVIL EXPERIMENTS. CHILDREN SHOULD NOT HAVE TO PROTECT [EVEN IF THESE WORKED AND THEIR EFFICACY IS ALSO IN QUESTION] older adults anyway
FDA-2021-N-1088-35954,"I strongly come against any vaccine mandates, but especially those for children!! These are unproven, potentially harmful and unnecessary for children. Please register my strong opposition against any vaccine mandates!!Thank you,Pam"
FDA-2021-N-1088-1089,I am a single father of two kids in the public school system.  I object to the idea of the government forcing my children to get anymore shots that I do not agree with them getting.  It’s bad enough that the government already forces my kids to get other shots.  Now they are scandalously forcing my children to be involuntary test subjects for a new shot.
FDA-2021-N-1088-120523,"This administration’s eagerness to vaccinate children is alarming. It completely ignores several EU countries that have halted vaccinations to children, at least one nation deems it unsafe enough to stop vaccinating teens. The dangers are real. I would vastly prefer my children to catch a virus that presents almost zero threat to a youngster than risk heart damage and who know what else?"
FDA-2021-N-1088-115529,"No mandates for vaccine for kids, this is ridiculous more people die from flu than covid specially for kids. I will pull my kids from public schools if this was to happen. This is a medical choice that should be by parents not the government or the cdc. "
FDA-2021-N-1088-28782,STOP with this already!!! You are poisoning our people and now going after our children.  Our immunity will do its job fine
FDA-2021-N-1088-58192,This shot is not a vaccine. It is an untested experiment on the human race. There has been so much deception I can not trust anything to do with this gain of function fraud     
FDA-2021-N-1088-130057,How can a drug that ha no long term studies be given to healthy kids  ?
FDA-2021-N-1088-53756,There is ZERO data supporting the need to vaccinate any child. The widely available data would suggest that giving experimental gene therapy to 1 million kids will prevent 1 death and cause 20 deaths from adverse reactions. This would be a negligent undertaking and those pushing it or mandating it will be held responsible.
FDA-2021-N-1088-80289,"Please do not grant EUA for the Pfizer vaccination in children aged 5-11.  This would be a reckless abuse of your power.  Children are very unlikely to become seriously ill from the COVID virus, and can not spread it without symptoms.  We have no idea of the long-term effects of this experimental vaccine, not to mention the serious side-effects that would be under-reported.     "
FDA-2021-N-1088-106052,"Kids do not need this vaccine it has been statistically proven Covid is NOT a danger to kids and the possibility of vaccine injury is to great and only having studied the results after a few months on 3,000 kids is NOT sufficient."
FDA-2021-N-1088-85221,"I believe, at this time, the risk to children outweighs any benefit. The current, available evidence clearly shows that the risk versus benefit calculation does NOT support administering rushed and experimental COVID-19 vaccines to children, who have virtually no risk from COVID-19, yet face known and unknown risks from the vaccines. This could be disastrous down the road and is NOT NECESSARY!"
FDA-2021-N-1088-25634,"I am against mandating ANYONE be forced to take this vaccine, especially children. And i will not be allowing my 8 yr old son to get it!"
FDA-2021-N-1088-41144,Do not require or recommend these new vaccines for children- there are no long term studies and there are some severe side effects for children- let children acquire immunity through their robust immune systems!
FDA-2021-N-1088-126255,"I urge you to vote NO in mandating children for Covid-19 with the mRNA ""vaccine"".  There is not enough long term health evaluation of this new technology to risk the health of children.  Please make this optional for those who wish to receive the shot.  "
FDA-2021-N-1088-41396,I do not agree with mandatory Covid 19 vaccines for children.
FDA-2021-N-1088-57435,i disagree with giving children the covid vaccine!!!! it's not tested enough and you guys know it. don't endanger our children! this is political. and about control? regardless. DO NOT MANDATE THESE VACCINES.
FDA-2021-N-1088-37098,In what world are we living in that we think an experimental vaccine is okay for children who have a 0.007% death rate. Our children are at greater risk from this vaccine than the actual virus. They have a higher chance of dying from drowning or choking. END this madness NOW!!! The American people are sick of it and will not continue to be pushed around while you go after our children. 
FDA-2021-N-1088-72758,"This poison is for mass depopulation of the world it needs to stop now, we are intelligent human beings not sheep "
FDA-2021-N-1088-2005,"Requiring a vaccination for Covid 19 children is irresponsible of our public health officers. The age group to be vaccinated are not suffering from the virus. There is not enough research on the vaccine to mandate it for anyone, Nonetheless, children. The number of sick do not support mandating this vaccine. "
FDA-2021-N-1088-7990,I have two boys that we adopted from Foster to Care!  We have given them a healthy loving life!  I will not subject my children to a vaccine that is not necessary to the physical well being of my boys through a experimental vaccine.  
FDA-2021-N-1088-102212,We should not be told what we should do with our bodies
FDA-2021-N-1088-2077,"Biological products, gene therapy cant be discussed as mandatory. The bill of rights is not a list of things government gave you, it`s a list of things government can`t take away from you !! Nazis also forced med procedures, remember what happened to them in late forties, just a few short years after their crimes?"
FDA-2021-N-1088-77592,"16,000 deaths on VAERs and hundreds of thousands reported adverse reactions. How can you seriously consider giving this to small children? The FDA is already breaking their own regulations by allowing these shots in adults. I work in the drug industry; I understand how this process is supposed to work and you are not following protocol. "
FDA-2021-N-1088-21624,Please do NOT mandate this drug for kids. It poses more harm than health. You are placing profits over people and  the end result is a loss of personal choice and freedom. Kids are NOT AT RISK. 
FDA-2021-N-1088-70591,"I am completely against the Covid vaccine mandate for children.  We should have 7-10 years of data before enforcing a vaccine on young children.  The risks associated with getting COVID is extremely low for little ones.  Please tune into your moral compass.  I don’t believe this is ethical, not is it logical.  Thank you."
FDA-2021-N-1088-12975,"When the risk of injury from un-natural and toxic ingredients (very much unknown) is greater than any measurable benefit, you must allow every child's natural immunity to work!"
FDA-2021-N-1088-39578,It is absolutely ridiculous to mandate a vaccine that does not prevent people from getting the virus. What is a vaccine if it doesn’t provide some sort of immunity. Stop this madness. 
FDA-2021-N-1088-124722,"Leave vaccine decisions up to individuals. There is absolutely no need to force people to comply to feed their families and pay their bills. This is an individual, personal discision that each person needs to make for themselves. Do no mandate children. There is virtually no threat to their health. These vaccines are showing more and more side effects that are detrimental to people’s lives. "
FDA-2021-N-1088-15726,My daughters should not be forced to take a vaccine that is still being tested to see why many report a change in menstrual cycles. Testing is literally being started now. Why mandate the vaccine now?  There’s less of a chance of my child having severe covid problems and more chance their ability to have children may be influenced by this vaccine. We will not comply. 
FDA-2021-N-1088-33464,Please do not approve covid vaccines for children. There have been many documented and many undocumented side effects with adults. These side effects only stand to get worse with children as they are not finished growing and developing.
FDA-2021-N-1088-101732,Parents should have the right to decide what is beat for their children.   Thisnsoncalled vaccine has not been proven to be effective.  Inwork as a teacher ans in an see the social and emotion damage we are doing to our children.  It needs to stop!!!
FDA-2021-N-1088-115240,Government mandating this vaccine for children is 1) usurpation of parental rights; 2) gross irresponsibility and 3) unnecessary.  Stop trampling on our rights and stop acting like dictators. 
FDA-2021-N-1088-13547,It is ABSOLUTELY UNNECESSARY & A CRIME AGAINST HUMANITY to expose CHILDREN to an experimental “vaccine”. It’s not even a vaccine & has low efficacy. JUST SAY NO PARENTS! 
FDA-2021-N-1088-118049,"Please do not require children between the ages of 5 and 12 require the Covid 19 vaccine.
I have seen and heard reliable testimonies from physicians that the Covid 19 vaccine can cause heart problems in children in the stated age groups.
Please do not recommend the Covid 19 vaccine to these children.
Thank youLeslie Behm"
FDA-2021-N-1088-112347,As an engineer...I see no relevant research confirming the need for children to get the jab. Please follow your scientific background..not the ministrations of political and pharma hacks
FDA-2021-N-1088-40938,The risks of the vaccine are greater than the risk of Covid complications for kids. Please spare our future from these insane mandates.
FDA-2021-N-1088-46180,"You cannot make a sovereign human being to inject themselves or their children with ANYTHING...by threat, by force, or by withholding basic rights!!  Nuremberg Code anyone??!  Please show you aren’t actually as evil as everyone thinks you are and reconsider what you think you are doing.  "
FDA-2021-N-1088-4837,"Please do not approve the use of these EUA vaccines for 5-11 year olds. Since these vaccines are still in clinical trials until 2023 & there have been many adverse reactions & deaths reported after injections, there is no reason to vaccinate the children. "
FDA-2021-N-1088-90617,1776 is about to repeat if you keep this sh¹t up!Some of us don't take too kindly to tyrants or dictators.
FDA-2021-N-1088-64171,My childMy child is not property of the government. No mandates for health intervention. 
FDA-2021-N-1088-86382,I oppose this premature approval. Children statistically aren’t at risk for Covid.  To make a vaccine for people who aren’t at risk is only a potential for harm. 
FDA-2021-N-1088-60199,I've got two adult family members with life changing adverse reactions from vaccine.  Neither can work.  Please do not allow any more vaccinations and definitely none for children. 
FDA-2021-N-1088-26896,"5-11yr olds have never been in an emergency in United States regarding Covid-19 complications. To support vaccinations that will be used as mandatory requirements to live their lives (while still masked as Walensky noted on 10/20/21 briefing). Is unethical. *FIRST, DO NO HARM. Please leave the children alone. "
FDA-2021-N-1088-128198,"Children are not at risk. This is not authorized. Do not be on the wrong side of history. Do not approve this for use in children under 12. These poor children, please protect them from an experimental biologic. Thank you "
FDA-2021-N-1088-122650,The risk versus reward simply does not make sense! All risk and no benefit
FDA-2021-N-1088-73284,"It is unfair that children should get the COVID vaccine. They are young, they are still growing. We don’t know how this will effect them . Please do not enforce the vaccine."
FDA-2021-N-1088-46302,"Please don’t mandate these experimental vaccines for our children. As time goes on we see how ineffective they truly are. Children are at very low risk. Please do not give this drug to our children, untested and unnecessary. "
FDA-2021-N-1088-123689,"These shots are dangerous for adults, very dangerous for children. Children have almost no risk from death due to covid, and are much more likely to suffer from the ill effects of this experimental mRNA therapy "
FDA-2021-N-1088-22618,"If you force this on as you’ll see  us rise up as never before because parents will protect their children. And many of us parents believe that the vaccines have not been proven safe. They could not have been as the testing time is not enough to have allowed to know if it works and is safe you well know. You are still pushing this through and we do not know why,  but we will not stand for it"
FDA-2021-N-1088-72389,"I will personally volunteer to dispose of all those vaccines or give them back to the creators (Bill Gates, WHO, Fauci, etc. you can give them and their families a shot every day, etc), before these vaccines get anywhere near the precious children of our dear planet earth."
FDA-2021-N-1088-102969,The risk to children getting Covid or even spreading Covid is miniscule...The side effects of the shot far outweigh any perceived benefit. The shots are already causing adverse reactions in the general population... Please don't jeopardize children's health...it would be criminal... Please vote against it. Thank You
FDA-2021-N-1088-21611,"What guarantee does my child have that they will  NOT have any side effects etc. in 15 years, Such as infertility, after receiving a Covid 19 vaccine?"
FDA-2021-N-1088-95743,Our children should NOT be exposed to these experimental drugs. The long term effects are not known 
FDA-2021-N-1088-10400,Please allow parents to decide what is best for their children. Vote against Regulations.gov Document-FDA-2021-N-1088-0001
FDA-2021-N-1088-19118,"This mandate does not make sense these children are at little to no risk you cannot mandate this it will be opposed , parents will refuse and then what are you going to?do"
FDA-2021-N-1088-91039,I do not agree with the vaccine for 5-11 years. This should not be a mandate for the children.
FDA-2021-N-1088-32915,How can you force people to take the vaccine when people are getting sick or dying from the vaccine. 
FDA-2021-N-1088-97660,I am firmly AGAINST this vaccine for children!! We do not know long term effects.
FDA-2021-N-1088-66403,I am opposed to this vax in children. Children are not effected by this and the side effects we are currently seeing are worse than the virus. We also will not fully know all of the side effects for a very long time. This virus carries almost a 99% survival rate as well. 
FDA-2021-N-1088-98381,"First of all, this is not a vaccine, according to THE SCIENCE!! It is a drug, derived from aborted fetuses!!!! Any person of faith should not touch this farce"
FDA-2021-N-1088-121961,Kids should not be forced to take vaccine... they are not at risk
FDA-2021-N-1088-105209,"I am against vaccinating anyone, especially children. I think the FDA and everyone involved should be held accountable."
FDA-2021-N-1088-62545,"The Vaccine is not safe and the Corona virus is not dangerous for them- don’t let a permission to that, no one knows what influence the vaccine on children for the long terms"
FDA-2021-N-1088-78199,"
Mandating the Covid-19 vaccines, especially for children, is unethical and negligent. Please do the right thing and halt vaccination recommendations until reports have been fully investigated, documented and data is thoroughly analyzed to make sure the benefits outweigh the risks. Please do the right thing so we may be able to once again trust your institution. "
FDA-2021-N-1088-18497,"Please do not approve these vaccines for children this young.  They need to complete the long term studies to verify them. Not only that,  young people are not getting violently ill like some adults, and don't need this.  In fact the natural immunity they get from having covid is better than the vaccine. "
FDA-2021-N-1088-72500,"I strongly oppose the use of these experimental injections on anyone, but especially on young children. Children are in the lowest risk group and this experimental treatment poses a greater threat to them than covid-19. There is no reason for children to take this vaccine. The potential side effects far outweigh any benefits. "
FDA-2021-N-1088-99851,"Our children are not test subjects, we will not consent. Vaccines for children 5-12 makes no sense whatsoever. Please stop this demonic experiment "
FDA-2021-N-1088-11321,"I oppose mandating vaccines for children ages 5 and up. I believe this will topple the education system with more and more parents choosing to homeschool to avoid this vaccination, which will remove funding from schools that exist to make children flourish. "
FDA-2021-N-1088-48185, Why is it not optional to show proof of antibodies instead of the vaccine mandates for adults as well???  If you really cared about our health and science then why does natural immunity not count!?! It has been proven over and over to be stronger than the vaccine for Covid. Do not approve and experimental vaccine for children 5-11 years old. 
FDA-2021-N-1088-47478,Forcing a minimally tested vaccine on a population of minors who run little to no risk of longstanding issues from covid when the vaccine itself has already shown many dangerous side effects to minors is reckless and disgusting.  Children are not lab rats.  Please keep your vaccine to the elderly and at risk individuals. 
FDA-2021-N-1088-69686,"No I do not support mandating the Covid vaccine for children. I think you will cause more disruption by doing so than already has occurred through the pandemic. Make it available and the parents who wish to get it, can do so. Just leave it at that. "
FDA-2021-N-1088-75039,"No mandates for our kids!!!!  That is a parental decision, and it’s not FDA approved!!!  And has been proven to be an incredibly dangerous shot.  "
FDA-2021-N-1088-124422,"Stop pushing vaccine mandates on children who have nearly zero risk of hospitalization or death from COVID-19. Pfizer’s own study trial data shows that children are 107 times more susceptible to death from the vaccine, than from COVID-19 itself. It is clear this is no longer a matter of health and safety, but rather a matter of money and other personal interests."
FDA-2021-N-1088-81503,Please do not ok using American children as lab rats.  There is no justification to use an experimental gene therapy with no long-term studies on the next generation.  Protect the next generation who are at VERY low risk from Covid-19 and who have an EXTREMELY low death rate from Covid by saying no to this authorization.  They are counting on you to do what is right.
FDA-2021-N-1088-104029,The risks do not outweigh the benefits. This experimental vaccine should not be forced on healthy children due to the possible severe side effects and lack of data on the long term effects of the vaccine.
FDA-2021-N-1088-95441,"No one show be mandated to take this stuff, especially NOT children!!!!"
FDA-2021-N-1088-93944,Children are rarely at risk of death or serious harm from Covid-19. This EUA 'vaccine' has not been studied long enough to ascertain the risk to children.  Do not experiment on our children.
FDA-2021-N-1088-118543,No mandates. Recommendations are always acceptable but we all need to be allowed to determine what is best for our children. We are all uniquely made and that means individual choice. 
FDA-2021-N-1088-101913,"Kids do not need these vaccines , there are virtually unharmed by covid. The vaccines don't keep them from getting covid. They need to get exercise , sunlight, and eat well. The risks are so much higher than any possible benefits , please deny it . Please save our children from this! Look at all the side effects and cases of myocarditis in teenagers."
FDA-2021-N-1088-80256,Simple we live in a country that we have the right to a choice! Not NO to a mandate!!! 
FDA-2021-N-1088-66372,Do not manage this vaccine for children.  That is dangerous and corrupt. As an ICU nurse I have witnessed horrific side effects from the covid vaccine. This would be a very unsafe mandate!! 
FDA-2021-N-1088-3674,long-term side-effects are unknown and will continue to be for possibly years . Children are low risk from covid natural immunity offers excellent protection Early treatment therapeutics are effective and underutilized  
FDA-2021-N-1088-100603,I will not vaccinate my children with Covid-19 vaccine. I do not trust the FDA or most of the elected officials. Stop using the American people as a pawn in your money games. 
FDA-2021-N-1088-69570,I am vehemently against the Covid Vaccination of 5 to 12 year old children. You would be doing a great disservice to force such an atrocity on parents of these young children.  Stop this insanity.
FDA-2021-N-1088-66378,"This vaccine stuff needs to stop, you are directly responsible for the genocide of millions of people. One should never be coerced to receive medical treatment they do not not need. Stop this now. Stop lying. Stop the genocide. Stop the coercion. "
FDA-2021-N-1088-90702,No mandating vaccines for covid on our children!!!!
FDA-2021-N-1088-63150,"I believe, at this time, the risk to children outweighs any benefit. The current, available evidence clearly shows that the risk versus benefit calculation does NOT support administering rushed and experimental COVID-19 vaccines to children, who have virtually no risk from COVID-19, yet face known and unknown risks from the vaccines. "
FDA-2021-N-1088-58816,"I firmly reject the idea of giving children the ""vaccine"". Children have a near zero risk of contracting or dying form Covid yet their risk of complications or death from the vaccine are real and significant. It is unconscionable to me that a vaccine contained aborted fetal tissue and that poses such a great risk would be imposed upon them! Human decency and logic must prevail! DO WHAT IS RIGHT! "
FDA-2021-N-1088-9448,"Children will receive no benefit from vaccination, and can well be hurt by the covid vaccines, especially young men and boys who can suffer from myocarditis at a great degree. Please do not mandate more vaccines for children, who already have to be injected with more than 60 doses during childhood for various other diseases. COVID-19 itself passes little risk  to children younger than 18."
FDA-2021-N-1088-126584,"I am adamantly against mandating vaccines for our children.  We need to research on long term effects, and the high myocarditis rates among young males.... in addition to children not being in the high risk age group.  This choice should be that of the parent, not s regulatory agency.  Please vote NO!"
FDA-2021-N-1088-37083,"It's become evident that the CDC, NIH and FDA are no longer functioning institutions.  They have become the marketing department for Big-Pharma.
We will not accept your advice or mandates any longer they are in clear violation of the law and are hostile to humanity.
Sincerely,Everyone"
FDA-2021-N-1088-20886,"No children should be given the covid jab. In fact, NOVODY should be forced or coerced into taking this jab.  This nonsense needs to stop.  The government should NOT  be in charge of OUR health choices.  They should stick with be protecting our rights , which they are continuing to fail at that as well."
FDA-2021-N-1088-53975,Please DO NOT issue any type of authorization for any of the COVID shots for use in children. The long term effects of these drugs are unknown & the health of our children is too important to rush!
FDA-2021-N-1088-0565,NOOOOO!!!!!! Is this loud enough?? You have overstepped your common sense yet again.. unproven and against the will of God…. How dare you!
FDA-2021-N-1088-102443,I don't want vaccine mandate for any human being. 
FDA-2021-N-1088-94402,The virus does not affect the children in any negative way. They should not be mandated. The vaccine should be a choice for whoever wants it. Please don’t harm our children by making this vaccine mandated. 
FDA-2021-N-1088-26947,"I don't think under any circumstances that Covid 19 Vaccines that have not been tested on this age group should be mandated. Additionally, unknown risks relative to the nature of theses vaccines relative to how most vaccines are developed is questionable in it's effectiveness and unknown in it's long term effects. A"
FDA-2021-N-1088-42719,There is NO reason at all for children to get this vaccine. They are not at risk. For anyone to insist kids take the shot to save others is actually disturbing since this vaccine has not been adequately tested.
FDA-2021-N-1088-118820,Children do not need the vaccine. Their immunity is strong as is and when in contact with covid they receive mild symptoms. You endanger children's lives by opening them up to the side effects that is more dangerous to them than covid now. Children are our future and we should not be using them in experimental vaccines for the sake of profit. 
