docID,text
FDA-2021-N-1088-41742,I am truly horrified that our country would even consider giving these shots to children whose risk of getting Covid is miniscule. The VAERS data clearly shows that these shots are harmful and Pfizer's own data shows there is no benefit for children to receive them. God help us.
FDA-2021-N-1088-5564,Our federal government has no authority to mandate our children to take vaccines. We do not live in a communist country we live in a free country where  individuals get to choose  what is best for their children !!! The federal government should never have this right! I don’t care what party you serve! We the people our fed up with this administration!!
FDA-2021-N-1088-12835,The inanity of forcing parents to give their children a vaccine that is untested and possible dangerous.  So wrong to remove parental rights. There is no data to prove this is even needed for children. 
FDA-2021-N-1088-30306,"Why an administrative institution that calls itself scientific invites public opinion as a consideration for policy decisions puzzles me. So they can use it as an excuse like- ""public opinion overwhelmingly supports this approval!"" is likely. But since they invited my opinion I gave it. Politely, but, how about no?"
FDA-2021-N-1088-89949,"I am strongly against masking and the shots they call vaccines, for all people, especially for our children. The masks suppress the growing children’s immune system, as well as they are breathing back in to the poison they breath out. The shots are deadly for children. I pray something soon frappe so to stop this madness."
FDA-2021-N-1088-57344,"For the love of everything holy, please find your soul and lead your moral compass in the direction you know it should go! DO NOT APPROVE THE VACCINE FOR 5-12YEAR OLDS!!"
FDA-2021-N-1088-29200,"By now everyone knows how dangerous these vaccines are, especially to children, so if they are mandated for 5- 11-year-olds, as is planned, you will be sending a certain pre-known number of them to their untimely death and long-term illness. Who could live with being responsible for this?"
FDA-2021-N-1088-102417,NO to Covid vaccines for young children ages 5-11.They’re too young. There isn’t enough data. Please say No
FDA-2021-N-1088-123930,"Are you people out of your minds? The non-vaccine vaccine is experimental, the disease is survivable at rate of 99.9+Who is paying you to kill fellow Americans?"
FDA-2021-N-1088-99794,"I have five grandchildren and I am very worried about them being mandated to receive vax.  There has not been enough long term studies of the affects of the vaccine on children.  Therefore, it is still experimental.  Children have a very robust natural immunity. PLEASE DO NOT APPROVE THE MANDATE FOR CHILDREN TO BE VACCINATED."
FDA-2021-N-1088-4543,Forcing these vaccines on children is a violation of the Nuremberg code and our constitutional rights. You should be ashamed of yourselves for trying to take away our children's god-given immune system. There are many adverse reactions. I will take my 99.999% chance of getting covid and surviving.
FDA-2021-N-1088-16539,"Absolutely, unequivocally “NO” to mandating or approving this unproven and unsafe vaccine for children!!! This is unjust to “experiment” on these very vulnerable ones!!! I speak up for them on their behalf. STOP this madness!!!"
FDA-2021-N-1088-38259,"My child is going to be 6, I will not allow my child to get this vaccine! Please stop this!"
FDA-2021-N-1088-111846," We call upon our government and the regulators not to repeat mistakes from history and to reject the calls to vaccinate children against COVID-19. Extreme caution has been exercised over many aspects of the pandemic, but surely now is the most important time to exercise true caution – we must not be the generation of adults that, through unnecessary haste and fear, risks the health of children."
FDA-2021-N-1088-107915,I do not feel that the Covid vaccines are safe for young children. Natural immunity is much safer and stronger.
FDA-2021-N-1088-104652,Children are not at risk from getting covid and they do not spread covid as proven by the data.  There is NO benefit for our children to be vaccinated.  To approve this jab IS egregious.
FDA-2021-N-1088-87286,It is morally and ethically wrong to give children a medical product that is under an EUA for a disease for which they are not likely to ever get sick from. This makes no sense except to the business of selling products. This is a crime against children. Children are much more harmed by the COVID vax side affects than by this disease. 
FDA-2021-N-1088-31340,This is not scientific .  Kids don't carry or spread the virus!
FDA-2021-N-1088-32351,I absolutely oppose mandating Vaccines.  It is a parent's choice to decide what should be injected into their body.  Freedom of choice!!!
FDA-2021-N-1088-11118,I will not support or follow suit in a vaccine mandate for my children even if that means pulling them from the public school system. Something that has no long term studies and could possibly do more harm than the actual virus itself does not sit well with our family.
FDA-2021-N-1088-59864,I oppose our children getting vaccinated. I am standing up for our children and fighting for them since they can’t even make decisions 
FDA-2021-N-1088-20207,"Parents should not be forced to give their children ages 5-11 any Covid vaccine. The risk of unknown, unforeseen short term and long term undesirable or even dangerous consequences outweigh the risk of Covid complications for this demographic."
FDA-2021-N-1088-10915,Any vaccine is completely unnecessary for COVID-19  as children have a near 100% survival rate. Thus ANY adverse events or death from these vaccines indicates that all injections for Covid 19 must cease immediately.
FDA-2021-N-1088-121299,The covid vaccine is 100% unsafe for children and should not be given to them under any circumstances. It is experimental gene therapy and has killed and maimed children who have taken it. Children are not at risk from dying with covid and are not typically spreaders of covid. 
FDA-2021-N-1088-69566,I am not in support of adding the COVID vaccine to the required list for children. I will utilize any and all exemptions should this vaccine become a requirement. I will also use every resource available to fight against this.
FDA-2021-N-1088-76058,PARENTS' CHOICE FOR COVID VACCINE. NO MORE GOVERNMENT MANDATES.
FDA-2021-N-1088-129863,At this point in time I am concerned and against the COVID vaccine for children.  Long term effects need to be studied before I am comfortable giving this vaccination to my children. Please consider not requiring this vaccine for children this early in the vaccines development. 
FDA-2021-N-1088-0012,"I	am	opposed	to	the	approval	of	the	COVID-19	vaccines	for	children.	Their immunological and neurological systems are still in development, making them potentially more vulnerable to adverse effects than adults."
FDA-2021-N-1088-108505,"You will never be able to mandate anything because too many people have humanity. No matter how hard you push, the people will push back. Your mandates are illegal, inhumane, and absurd. 
"
FDA-2021-N-1088-53453,"As a mother to an 8 year old and 2 year old, I am absolutely against this, the vaccines should not be mandated for anyone at any age. This vaccine has NOT been studied long enough to determine that it is in fact safe and that it will NOT cause potential harm to my children now or in future. I 100% oppose this vaccine mandate on all ages, but especially on the children."
FDA-2021-N-1088-127299,"I don't support mandating Covid vaccinations for kids, since they are not at risk from covid. This is aside from possible dangerous adverse events from the innoculations"
FDA-2021-N-1088-107469,There is no way to tell what the long term issues will be with children who are forced to take this vaccine. They don’t need it. It is still in clinical trials and there are no studies on the long term effects. I don’t know how anyone can possibly think that this is ok to do to children. Vote no
FDA-2021-N-1088-52610,You the federal government have no business  requiring mandating an experimental injection on anyone let  alone children! This is absolute overreach and completely inappropriate.
FDA-2021-N-1088-54537,Children are NOT the target group for this virus and should not be treated as an emergency. My children are NOT infectious! 
FDA-2021-N-1088-106982,Please do not approve the Covid vaccination for children ages 5-11.
FDA-2021-N-1088-1523,Please do NOT mandate vaccinating children with the Covid-19 vaccine.  The risks far outweighs the benefit. I implore you to protect our future generation! 
FDA-2021-N-1088-119918,"Children are at extremely low risk for severe Covid. The long-term effects of the current Covid vaccines are unknown, and there are serious short-term risks, including blood clots, neurological problems and myocarditis. The possible benefits of vaccination clearly do not outweigh the risks for this age group. Please do the right thing and do not authorize the vaccines for the 5-11 age group."
FDA-2021-N-1088-81773,As a grandparent I’m very concerned about the safety of this vaccine for children. Although there have been many tests there is still too many questions about its effectiveness and many concerns about the risks. Please don’t approve this vaccine for children because too many government officials will force it on our families. 
FDA-2021-N-1088-57497,Please do not mandate these unnecessary and potentially harmful vaccines on children! This is a matter of parental rights and responsibility; not the government’s.
FDA-2021-N-1088-15965,No vaccines for kids!Covid vaccinations for children are unnecessary and potentially cause more harm than if they were to have covid. The risk of severe adverse reaction is exponentially higher than extreme illness due to COVID. Please please please do not force this vaccination on children.
FDA-2021-N-1088-70386,Much more data is necessary before rushing into a mandate for additional vaccines for young children.  The risk is greater than the reward.  Beware of hubris.
FDA-2021-N-1088-67429,Only a parent of a child should decide if their child gets any vaccine. The COVID vaccine does not protect people from getting COVID and children are the least susceptible to contracting the virus. Do not force this on the innocent children. 
FDA-2021-N-1088-77965,More long term studies on a Covid vaccine need to be done in order for me to consider giving this to my young children.  It is a personal choice and one that should not be mandated for ANYONE let alone young children.  
FDA-2021-N-1088-52263,Covid vacincation of children is unnecessary. More children have died due to the trials and actual covid. This is requirement for control and money. 
FDA-2021-N-1088-67976,There are too many vaccine injuries reported to VAERS to even contemplate making this a mandatory vaccine for our children.  Our children are too precious to be used as guinea pigs.  There are no studies on long term effects of this vaccine.  How can we even consider using these vaccines on our children.  
FDA-2021-N-1088-110759,"I am extremely concerned about approval of the Covid vaccine for children given the seriousness of the adverse events that have occurred in teens and not acknowledged by the CDC, FDA, NIH and the vaccine manufacturing companies. Please don’t approve or mandate this. "
FDA-2021-N-1088-23223,Do not mandate or even use this vaccine on children . It’s unconstitutional! The government has no right to force a vaccine.
FDA-2021-N-1088-21159,I am asking you to please protect our constitutional rights and vote against mandates or recommendations to give the Covid vaccine to any child between the ages of 5-17.
FDA-2021-N-1088-38430,"I myself got the vaccine but I’m totally against my children receiving it.  Children are strong and can fight COVID.  No one should be forced to take a vaccine.  This is America, the free country.  All the forcing is causing crazy controversy. I will not allow my children to receive it."
FDA-2021-N-1088-49851,This should not be mandatory! Parents have the right to decide what is best for their children. This group of children is low risk. 
FDA-2021-N-1088-35108,"This is complete madness. Kids don’t need masks, they don’t need testing. They don’t need experimental gene therapy for a virus that has less impact on them than the flu. 

"
FDA-2021-N-1088-36279,There is no reason to push this vaccine on children. The vaccine requires much more long-term testing. We do not know the long-term effects and need to learn about those before subjecting children to this vaccine. There are too many devastating side effects for teenagers and adults to even consider this safe for children.
FDA-2021-N-1088-110177,"Attn:  
We DO NOT support mandating vaccines for children.  
Sincerely,
Donna Drake
"
FDA-2021-N-1088-121226,"I don't agree we should be authorizing an experimental vaccine to children without the proper studies and safety protocols behind it. Not knowing the long term affects it could have, giving this to children in the beginning of their lives. I can't positively say this will end well. "
FDA-2021-N-1088-40432,"Please do not allow experiments on our children! There is not any need. They are rarely ill from any virus, and if they are, quickly recover."
FDA-2021-N-1088-41372,No more mandates!! It’s an individual/parental choice!!
FDA-2021-N-1088-114262,"No more vaccine mandates!  It is a parents choice, not the government.  The government is not there to force people into doing things that they feel may harm them or their children’s health.  Americans have had enough of you idiots trying to control everything we do!  It should most definitely be a choice not a mandate!"
FDA-2021-N-1088-16871,You will not be vaccinating my grandchildren! This is cruel and harmful.  They are not your guinea pigs! Stop this madness!
FDA-2021-N-1088-72300,"Mandating vaccines (especially experimental ones that have not gone through years of testing) is wrong and unethical. We should have the personal choice of what to put in our own bodies. As parents, we should have the right to make medical decisions for our children. This proposed mandate is an over reach of authority and should not be tolerated. "
FDA-2021-N-1088-66455,Until we know the long range effects of these vaccines we should NOT expose our children to them!  This is simply common sense!!!!
FDA-2021-N-1088-19523,"I do not support the mandates for ANYONE & especially not children!! Our bodies, our choice. "
FDA-2021-N-1088-26086,Children have a negligible risk from covid. The vaccine does not prevent infection or transmission. There are possible risks and no long term studies. Children should not be allowed to take this product.
FDA-2021-N-1088-101774,"The exoerimental covid vaccine is not ready in terms of completed longitudinal studies,  for use with children.  Many adults and teenagers are injured from the experimental vaccines already.  Please secure more information to ensure better safety and quality control of these products before unleashing their use on our children."
FDA-2021-N-1088-91756,"Please don’t mandate the COVID vaccine for children. It is too early to be able to unequivocally say that the benefits outweigh the risks to their growing and developing bodies. Parents have always been responsible for their kids . Let’s them make this choice , too. Thank you!”"
FDA-2021-N-1088-66855,The safety data is not looking good nor is the effectiveness of the vaccine children are at low risk and the risk of the vaccine is not worth it compared to the help it may give. Children are not getting or spreading covid at a rate where this is necessary or beneficial. 
FDA-2021-N-1088-61318,"Absolutely NO WAY can we administer gene therapy vaccines to OUR KIDS WHEN THERES NO LONG TERM TESTING, AND EXTRMELEY MINIMAL RISK FROM COVID. There is no emergency for kids. Just say no to this NONSENSE. "
FDA-2021-N-1088-43244,"I oppose the mandated vaccines for school aged children ages 5 and up. I will not give my child the vaccine. I don’t trust it, it is too new and experimental. I will pull my child from school and homeschool if it is required by the state of California for my child to attend school. I do not trust the vaccine or our governor Newsom. "
FDA-2021-N-1088-47141,"I am highly AGAINST this mandate. It should not be mandated for children ages 5-12. This vaccine needs many many more YEARS of testing and research. It is rushed, and I DO NOT feel safe giving it to my children. We should have a CHOICE for our children to have this vaccine. "
FDA-2021-N-1088-4492,"As a parent as well as a person if science we do not have enough date and information to prove these vaccines are safe for our children. When I was young my sisters and I were pushed to take the Gardasil shot by our Gynecologist, which we all had negative reactions which is still a problem for us today. Experiment on the adults who are willing, but not the children. "
FDA-2021-N-1088-10391,There is no emergency! Epidemic is over! (in June 2020 per CDC identification of epidemic!) Why are you doing this? You are perfectly aware that kids don’t need it! young people don’t need it! these leaky vaccines! How many people should die or get lifelong health problems? How many is enough for you? just tell us! 
FDA-2021-N-1088-129878,"• I am firmly against the approval of the COVID-19 vaccines for children. Based on available data, the benefits do not outweigh the risks."
FDA-2021-N-1088-43476,The covid 19 vaccine should not be mandated or approved for ages 5-11. We are still unsure of the long term side effects 
FDA-2021-N-1088-120130,Current scientific data suggests much more harm than good for Children ages 5-11 to receive the COVID-19 injections. It is not of sound mind to make these recommendations and puts the entire population at risk for a more dangerous outcome than it would be to allow this age group to contract the disease naturally and let it take its course. Please do not do this.
FDA-2021-N-1088-18698,"Our children cannot be required to receive a vaccine we have yet to see long terms effects of. It is too risky and this type of decision should be up to the parents, not mandated by the government. Children are not at high risk of getting seriously sick from COVID and therefore should not warrant a mandated vaccine. "
FDA-2021-N-1088-29889,"Vaccines should NOT be mandated for children, who have a very high chance of survival. "
FDA-2021-N-1088-112475,I strongly oppose giving these covid-19 experimental vaccines to children until such a time that they are proved safe and effective! The children are the future of humanity and you must slow down until we know more about long term effects unless you goal is to exterminate and sterilize the children! Gather more data and prove me wrong! My children will not be part of this experiment!
FDA-2021-N-1088-46641,It would be criminal to mandate these “vaccines” for children when they are not at risk of covid and there  is no long term data on these shots. We can’t sacrifice our children for the elderly. These shots are more dangerous to children than covid is. It’s unbelievable that this is even being contemplated. It’s evil. 
FDA-2021-N-1088-1250,Please consider more testing before giving the COVID vaccine to the 5-11 year old population. Children have a very low risk of illness or death from virus. 
FDA-2021-N-1088-88853,Please do not approve the Pfizer vaccine for children from 5-11.  Many teenagers who have gotten this have experienced cardiac problems. Please don't force children to take it.
FDA-2021-N-1088-106489,These shots are a bioweapon and are being used for control purposes. They have nothing to do with health. Far too many people have died and have been mamed by these government mandated shots. Stop this aggression now before it leads to a revolutionary war. 
FDA-2021-N-1088-64560,No mandate!!!!!!!Mandating children will provoke a revolution 
FDA-2021-N-1088-58178,LEAVE MY BODY AND MY CHILDREN'S BODIES ALONE! YOU DON'T FORCE ANYTHING INTO ME OR MY CHILDREN! !!! INFORMED CONSENT!!! YOU NEED TO UPHOLD THE LAW. WE HAVE GOD GIVEN RIGHTS! 
FDA-2021-N-1088-5752,Please do NOT mandate the EXPERIMENTAL COVID shot to 5-11-year-olds!  According to Drs Ioannudus & Axfors at Standford University children ages 0-19 years old have a 99.9973% of surviving COVID and they are NOT super-spreaders.  As this is experimental and has NOT been FDA approved.
FDA-2021-N-1088-10751,Data shows that children in the  5 - 11 age range should not be getting the jab.  They have a greater chance of reacting to the Covid jab in a health threatening way than to get Covid.
FDA-2021-N-1088-21466,Please do not pursue this. There is no science to support the need for children to get this vaccine. This is unconstitutional overreach.
FDA-2021-N-1088-101931,"DO NOT JAB OUR KIDS WITH THESE TOXIC CHEMICALS, THIS IS NOT A VACCINE"
FDA-2021-N-1088-37144,I strongly disagree with any vaccine mandates. I would however support the government disseminating more information (with the fervency they have pushed for vaccines) regarding what things people can do to help them survive covid and minimize the effects of having it. 
FDA-2021-N-1088-75279,"16,766 Americans have died from these vaccines that haven’t even been out a year.  Do any murder children as well. They will survive COVID. The risk is too great with these vaccines.  No to vaccinating children. "
FDA-2021-N-1088-117434,"I am a school teacher. Of the students that I teach, only those who have received the vaccine have contracted Covid (positive test as well as symptoms) or have become ill. NO to this vaccine for our children. NO to a mandate. Medicine is NOT a one size fits all. 
"
FDA-2021-N-1088-119315, Please do not authorize use for children. The potential harm it may cause is very concerning compared to the relative known effect that the virus has on this age group.
FDA-2021-N-1088-39298, I personally know people that have died after getting the COVID-19 vaccination. Children and young adults have a very very low risk of getting seriously sick or dying from contracting the virus.  There are  too many unknowns with this DNA altering vaccine. Please do not  give authorization for this vaccine to be used on five through 11 year old children.  Thank you 
FDA-2021-N-1088-94003,"No, Vax mandates!  This shouldn't even be a discussion
"
FDA-2021-N-1088-106772,"How can you even think about giving young kids a vaccine that “science” proves they don’t need.  How many kids in the age 5 to 12 age group, without underlying conditions have died of Covid.  I bet the answer is zero!  We are a democracy!"
FDA-2021-N-1088-51048,"To Whom It May Concern:
Please accept this as a comment AGAINST the 5-11 year old EUA. 
Please do NOT use our children as an experiment."
FDA-2021-N-1088-40530,No forced vaccinations for kids!This is an outrage! The people say no!
FDA-2021-N-1088-52536,"Our immune systems are capable of handling Covid.  Vit C, D, MANY different supplements available csn handle this vs pushing drugs on these young children with little regard for the long term consequences.   Why are you letting big pharma dictate this and letting them profit HUGELY from this?   THEY SHOULD BE PAYING FOR THE INFRASTRUCTURE BILL.
NO CHILD THAT AGE SHOULD BE GIVEN THIS!!!    STOP IT!"
FDA-2021-N-1088-58218,"I will NOT support or authorize this shot for children. I ask you to please follow the science. Kids are not the problem. Remember, these are children…not animals. Why have them have this shot if it seriously is NOT needed."
FDA-2021-N-1088-65091,Wait until you have all the data. Kids should have individual consent. Wait until all ingredients are available to the public. COVID vax still experimental. 
FDA-2021-N-1088-90840,Please stop all mandated covid 19 vaccinations for children and adults.
FDA-2021-N-1088-104101,"Absolutely against.  The benefit does not outweigh the risk to kids. Drug is way too new as well, and terrible side effects have been recorded. Not to mention, it should be the parents' choice. "
FDA-2021-N-1088-14399,"I adamantly oppose the mandate to vaccinate young children unnecessarily. The risk to them is insignificant compared to other childhood diseases, but the risk and potential side effects are significant. Other countries have refused to vaccinate young children for a variety of safety reasons."
FDA-2021-N-1088-44340,Nuremberg trials!  This is absolutely obsurd to require children who have a 99.% chance of servival to take an experimental vaccine! That has proven to cause damage!  We the people will not be a part of your  experiment. 
FDA-2021-N-1088-109647,This vaccine is still experimental. No one knows the long term effects on adults much less children. This vaccine should not be mandated for children whose bodies and brains are still developing.  
FDA-2021-N-1088-43815,"As a mother of 4 (ages 3-13) and critical care RN, currently working in pediatrics,  I choose NOT to vaccinate against Covid 19. Again, under no circumstances will I agree to vaccinate my underaged children against the novel coronavirus. "
FDA-2021-N-1088-121670,"I do not believe that covid vaccines should be approved, much less mandated for children. The risk of the vaccine is greater than the potential risk of getting COVID-19 for them."
FDA-2021-N-1088-68491,"No. My body, my choice. People have the right to choose if they want a new experimental drug given to them or their children. This is unconstitutional. "
FDA-2021-N-1088-90030,"It would be criminal to give these unapproved Covid shots to children. Should they get covid, their symptoms are extremely mild and 99.9% survive just fine.  Many people have died from these experimental shots and many have had extreme adverse effects. Please stop this with our precious children. "
FDA-2021-N-1088-96093,I don’t want the vax for kids. It is unnecessary! Kids go though it it like a cold ! 
FDA-2021-N-1088-64963,There is such weak evidence that children need this experimental injection.  PLEASE vote with your conscience!  No one knows anything about the long term effects except that the lab animals all died.  Save our children!
FDA-2021-N-1088-39404,I am voicing my opinion of being and standing Against the FDA attempt to possibly harm our children with Covid Vaccines for ages 5-12.  This is ridiculous effort to control and eliminate lives in these United States.  I cast my Vote No to FDA over rule.  
FDA-2021-N-1088-98775,"Mandating vaccines for anyone (child or adult) is a violation of our fundamental freedoms. It's ironic that ""my body, my decision"" is considered a valid argument for murdering babies but yet that same argument doesn't seem to apply in the case of forced medical treatments. It's simple. Mandates are a violation of our fundamental rights to free choice. "
FDA-2021-N-1088-10554,"There is no way I would allow my child to be a subject for experimentation with so-called ""vaccines"" for viruses. This is madness to be using children for untested inoculations, when the likelihood of their being infected is so low."
FDA-2021-N-1088-112635, NOT to mandate vaccine for children 5-12 as there is no scientific data to prove the vaccines work 
FDA-2021-N-1088-87425,Vaccines should be a CHOICE and ONLY after extensive testing and research!
FDA-2021-N-1088-65207,You cannot approve an experimental injection for small young kids. Children aren't even susceptible to Covid. How dare you try to harm Children. Stop trying to do this mass genoice of innocent children who you're going to end up sterilizing and causing mycarditis and pariocarditis to. 
FDA-2021-N-1088-19212,I oppose vaccination for children. These vaccines skipped animal testing and many people have already been injured or died. Just look at VAERS Vaccine Adverse Event Reporting System.
FDA-2021-N-1088-23997,What has happened to morals and decency.  It is absurd to subject children to this injection!  How can you allow this to be passed and sleep at night? Shame on anyone who pushes this through or willingly injects their children with this experiment!! It is POISON 
FDA-2021-N-1088-105912,I as a mom of a son 8.5 years old. I don't approve him to get Covid-19 vaccine. I saw side effects for others and kids are safe 99.99% from Covid-19. He is a healthy boy. We don't want him to take Covid-19 vaccine. We saw side effect of Covid-19 vaccine cause many people die. We love our son very much. We don't want him to get hurt or injured from the side effect of Vaccine.
FDA-2021-N-1088-23889,"Children have a 99.999 survival rate but you already knew that. So why push the jab? Because you’re evil if you do! What are you going to mandate next,... drinking antifreeze?! Stop poking the bear. You don’t get to decide what “drugs” get put into my child,... that is my right as a parent!"
FDA-2021-N-1088-25551,"Please keep in mind that your recommendations will predict how schools in liberal areas like Delaware will respond. Do you want to be the only reason many 5-12 year old children develop new medical issues or die from a barely tested vaccination (for children especially), when had they been left alone to deal with the virus without a vaccination, they have a 99.9% survivability rate?"
FDA-2021-N-1088-23265,"I stand against COVID vaccines, especially for children!!"
FDA-2021-N-1088-19061,No vaccine mandates for children 5-12. Benefit does not outweigh risk. 
FDA-2021-N-1088-71135,"What is IN these ""vaccines'?  Without knowing this, there is NO INFORMED CONSENT----for children or adults."
FDA-2021-N-1088-35282,I am STRONGLY against the mandate of children receiving the COVID-19 vaccine. 
FDA-2021-N-1088-26781,Children do not need a vaccine to protect them from Covid. Their immune systems can/need to do their job to fight off the virus. We shouldn’t be putting anything in them that may injure them-we’ve already seen that the vaccine is harming teenagers and adults. We can’t do this to our babies!
FDA-2021-N-1088-90531,There is widely accepted documentation the children DO NOT NEED the Covid 19 vaccine.  Stop killing our children!
FDA-2021-N-1088-34564,I am adamantly opposed to mandatory vaccinations for anyone. Especially children.
FDA-2021-N-1088-124953,"Please consider the long term effects this could have for our children. We don’t have any studies that show long term efficacy of this vaccine for children and there is a very, very high survival rate. Making this mandatory for that age could be dangerous to not only those children but their children. Please reconsider. Thank you. "
FDA-2021-N-1088-19790,Please consider our children to not being given this vaccine which is still experimental. Please consider other safer protocols for our children.
FDA-2021-N-1088-66368,"I am opposed to children receiving a shot for Covid-19. I feel their immune system is capable of fighting for itself and sense they can still get and carry the virus with the shot, it's really useless. Kids receive enough shots during their childhood and some have been injured, let's not continue injuring our future. "
FDA-2021-N-1088-29187,Experimental vaccines absolutely should NOT be mandated or required for minors. 
FDA-2021-N-1088-60150,"Please Dear Lord don't let them kill our children
"
FDA-2021-N-1088-53615,"As a pediatrician I do not believe it is in the interest of society to mandate any vaccine.
A free people can choose their medical treatments. Cattle can not.
There should be no mandates.
I am ashamed of the idiocy displayed by government ""experts"" throughout this pandemic."
FDA-2021-N-1088-84322,"Leave our children alone! They are not at high risk, this has not finished testing yet. Children have already been harmed by the vaccines and have higher risk of covid vax injury than from covid itself! Do NOT approve this! "
FDA-2021-N-1088-45289,"For a virus that has a 99.99% survival rate for kids, it makes no sense that we would vaccinate them or require them to be vaccinated with a COVID-19 shot that does not confirm immunity, prevent transmission or spread, and has zero long-term safety studies."
FDA-2021-N-1088-60445,These experimental vaccines have not been Atkins long enough or had enough testing to be deemed safe for use in children.  
FDA-2021-N-1088-96804,No vaccine mandates on children 11 and under please! Please wait! Too many doctors oppose it. It's not worth the risks right now. Please no mandates for our healthy young children.
FDA-2021-N-1088-42399,"
Students are at nearly zero % risk of contracting or transmitting this respiratory illness and are instead buffers which help others build their immune system. The overall survival rate is 99.997%. Do not vaccinate our children."
FDA-2021-N-1088-71827,"The Nuremberg Code outlaws mandates of experimental Vaccines.  The Cominarty vaccine is not available in the USA and is not in production.  Therefore it is illegal to mandate them. The FDA change the definition of vaccine to a commodity this experiment.  These shots are not true vaccines.  Many adverse reactions have been reported. Stop the experiment.  Fauci has lied to many times , fire him."
FDA-2021-N-1088-115283,Do not let the Covid vaccine requirement be passed for children.  There is already so much discrimination and the kids are building up their immunities. 
FDA-2021-N-1088-23473,I do not support the government stepping in to mandate a vaccination for children when that should be a private decision made by parents. The death rate for children is so low that it is unethical to require children to take a vaccine that has not been fully studied for safety.
FDA-2021-N-1088-64904,There is not enough long term information to mandate the Covid-19 vaccine for children. 
FDA-2021-N-1088-32089,The decision of whether or not a child should get a vaccine (or any medical decision for that matter) should be made by the parent and not the government. Medical decisions for a person have a lot of back information and sincerely held beliefs that the government isn’t able to take into consideration and medicine shouldn’t and isn’t a one size fits all issue.
FDA-2021-N-1088-76492,This is taking away parents rights and freedom to take care of their own children.  They know what’s best for their own children.  There have been many vaccine injuries with this vaccine and parents have the right to protect their children from these injuries.
FDA-2021-N-1088-80672,"Stop all mandates! Stop mandated masking and vaccines. 99% survival rates, high number of previously exposed and those already vaxxed should be ENOUGH. Work force lost-for nothing! Parents rights cannot continue to be trampled on. The research on children has just started and with a higher yield of negative reactions. This is not safe."
FDA-2021-N-1088-90319,"Absolutley NO to allowing  these experimental vacinnes to be used on our children! I stongly oppose amending the Pfizer vaccine's emergency use authorization for American children between the ages of 5 and 11.  Please remember that proper studies have been done. Our children are not high risk, and their young bodies are still developing.  Do not approve this use!  

"
FDA-2021-N-1088-10066,I am a parent opposed with 2 school age boys. I've done my research and feel strongly against vaccine mandate. 
FDA-2021-N-1088-20165,Absolutely NO!!!! The government doesn't have a right to tell me what to put in my childrens bodies. The Biden administration is a treasonous dictatorship.  I'm so disgusted with this administration.  I hate what's happening to our country with this demented dictator in the White House.  He is hated worldwide. No vaccines for our children
FDA-2021-N-1088-35400,The adverse effect of Myocarditis in the 12-17 aged group. This should stop it's giving to a younger group. Children have a 99% to survive it.
FDA-2021-N-1088-108445,Just wanna express that I think it’s absolutely insanity to vaccinate children. So I am completely against this and I want my voice heard!
FDA-2021-N-1088-16177,I think the vaccine has not undergone trials. I do not feel the government has a right to force this on people in order to obtain services. We have God given rights. So help me God we all will answer to God. Leave my body alone. Sincerely Kamala Pati
FDA-2021-N-1088-122366,"May this message document my opposition to approval and/or mandated for school attendance COVID-19 Injections for 5-12 year olds. 
"
FDA-2021-N-1088-121483,Giving children what is  essentially an experimental treatment is immoral.
FDA-2021-N-1088-68342,These vaccines are still in trial stage and not enough data. This should be a parent decision and not government mandate! This is a virus with a high recovery rate for children and we do not know what this vaccine will do to their health long term.
FDA-2021-N-1088-64391,Children 5-11 should not be given this vaccine as there is no evidence of death in this age group. They are not old enough to understand what they are consenting to. Children have a high recovery rate of getting better if contracting Covid. There is no scientific evidence that 5-11 age group should benefit from this vaccine 
FDA-2021-N-1088-47065,Our children are extremely low risk for covid 19 deaths. I am AGAINST New York State and the federal government forcing us to vaccinate our children. It should be parent’s choice like the flu vaccine. 
FDA-2021-N-1088-129880,There is more proof that the vaccine is bad for children than any positive affects. Children are strong and will build a natural immunity unless they are vaccinated. 
FDA-2021-N-1088-12399,This vaccine should NOT be given to children. There’s no good science that supports the this. Shame on the FDA for even considering it.
FDA-2021-N-1088-90064,"It has become evident that the ""government"" does not vote in the best interest of humanity. Nor does it represent humanity. We are at the 11th hour now .... Y O U must N O T use the next generation as your personal lab rats. I ask that each of you search your soul and respond to this vote accordingly.  Thank you. "
FDA-2021-N-1088-53340,This virus doesn’t affect children like it does adult and I don’t believe vaccinating them for this particular virus is necessary nor should it be a mandate. We as parents make medical decisions for our children as their voice. This should be an option. 
FDA-2021-N-1088-47432,"children should not be subjected to unproven vaccinations, I strongly disagree the this proposal"
FDA-2021-N-1088-58127,"I am 1000% against a mandatory vaccine for children. Parents should make the decision, not the government. There is not a scientific or medical reason to mandate it for all children. I will remove my child from public schools. "
FDA-2021-N-1088-84649,This has not went through the correct protocols .Vaccines need to be tested  on animals for 2-3 years first! Our children are not lab rats! These are MRNA shots of graphene poison!!! These are not vaccines! 
FDA-2021-N-1088-93725,I don’t believe there has been enough time to study these vaccines. I’m not ready to experiment on children. They are not at risk. We don’t experiment on children to protect adults. 
